name,division,class_name,order_name,family,sub_family,tribe,genus,authority
convexula,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a2697
cornishiana,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a2759
costata,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a2808
decurrens,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a3233
diacantha,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a3362
divaricata,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a3560
eriacantha,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a3913
eurotioides,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a4038
glabra,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a4741
holtiana,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a5411
intricata,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a5760
lanicuspis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a6129
limbata,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a6463
longicuspis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a6616
muricata,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a7602
obliquicuspis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a7980
parviflora,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a8527
patenticuspis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a8608
ramulosa,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a9751
stelligera,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a11091
tatei,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a11499
tetracuspis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a11654
tricuspis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a11893
uniflora,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a12118
ventricosa,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Sclerolaena,a12253
oleracea,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Spinacia,a8168
americana,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Suaeda,a440
australis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Suaeda,a1093
halocnemoides,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Tecticornia,a5167
indica,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Tecticornia,a5644
medullosa,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Tecticornia,a7064
pergranulata,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Tecticornia,a8785
tenuis,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Tecticornia,a11587
diffusa,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Threlkeldia,a3420
inchoata,Div1,Cls1,Amaranthaceaeord,Amaranthaceae,,,Threlkeldia,a5625
praecox,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Agapanthus,a9185
umbellatus,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Agapanthus,a12071
ochroleucum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Allium,a8088
stellatum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Allium,a11087
tricoccum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Allium,a11884
triquetrum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Allium,a11966
luteum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Calostemma,a6764
angustifolium,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Crinum,a562
asiaticum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Crinum,a883
flaccidum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Crinum,a4330
moorei,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Crinum,a7463
scabrum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Crinum,a10404
puniceum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Hippeastrum,a9525
aestivum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Leucojum,a210
tazetta,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Narcissus,a11506
sarniensis,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Nerine,a10345
borbonicum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Nothoscordum,a1556
gracile,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Nothoscordum,a4916
inodorum,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Nothoscordum,a5702
amboinensis,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Proiphys,a436
cunninghamii,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Proiphys,a2976
infundibularis,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Proiphys,a5693
candida,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Zephyranthes,a1989
carinata,Div2,Cls2,Amaryllidaceaeord,Amaryllidaceae,,,Zephyranthes,a2100
relaxa,Div2,Cls2,Amblystegiaceaeord,Amblystegiaceae,,,Cratoneuropsis,a9823
occidentale,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Anacardium,a8064
depauperata,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Blepharocarya,a3334
involucrigera,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Blepharocarya,a5779
arborescens,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Buchanania,a704
muelleri,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Buchanania,a7510
obovata,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Buchanania,a8003
coggygria,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Cotinus,a2493
falcata,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Euroschinus,a4120
caffrum,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Harpephyllum,a1839
indica,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Mangifera,a5645
chinensis,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Pistacia,a2292
timoriense,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Pleiogynium,a11741
rhodanthema,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Rhodosphaera,a9947
chinensis,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Rhus,a2293
sylvestris,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Rhus,a11451
areira,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Schinus,a732
terebinthifolius,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Schinus,a11605
succedanea,Div2,Cls2,Anacardiaceaeord,Anacardiaceae,,,Toxicodendron,a11385
chinensis,Div2,Cls2,Anarcadiaceaeord,Anarcadiaceae,,,Pistacia,a2294
scabra,Div2,Cls2,Anarthriaceaeord,Anarthriaceae,,,Anarthria,a10385
imberbis,Div2,Cls2,Anarthriaceaeord,Anarthriaceae,,,Lyginia,a5575
adiantifolia,Div2,Cls2,Aneimiaceaeord,Aneimiaceae,,,Aneimia,a168
alterniloba,Div2,Cls2,Aneuraceaeord,Aneuraceae,,,Aneura,a397
colensoi,Div2,Cls2,Aneuraceaeord,Aneuraceae,,,Riccardia,a2499
stenopetala,Div2,Cls2,Annonaceaeord,Annonaceae,,,Ancana,a11105
triloba,Div2,Cls2,Annonaceaeord,Annonaceae,,,Asimina,a11930
goezeanus,Div2,Cls2,Annonaceaeord,Annonaceae,,,Desmos,a4899
heteropetala,Div2,Cls2,Annonaceaeord,Annonaceae,,,Fitzalania,a5271
australis,Div2,Cls2,Annonaceaeord,Annonaceae,,,Goniothalmus,a1094
leichhardtii,Div2,Cls2,Annonaceaeord,Annonaceae,,,Melodorum,a6307
australis,Div2,Cls2,Annonaceaeord,Annonaceae,,,Polyalthia,a1095
nitidissima,Div2,Cls2,Annonaceaeord,Annonaceae,,,Polyalthia,a7817
gracilis,Div2,Cls2,Anthocerotaceaeord,Anthocerotaceae,,,Megaceros,a4927
wilsonii,Div2,Cls2,Anziaceaeord,Anziaceae,,,Anzia,a12630
resinosum,Div2,Cls2,Aphanopetalaceaeord,Aphanopetalaceae,,,Aphanopetalum,a9877
glacialis,Div2,Cls2,Apiaceaeord,Apiaceae,,,Aciphylla,a4775
simplicifolia,Div2,Cls2,Apiaceaeord,Apiaceae,,,Aciphylla,a10786
bellidioides,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a1353
forsythii,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a4493
gibbonsii,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a4694
helianthi,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a5223
helianthii,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a5224
leucocephalus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a6412
minor,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a7272
paddisonii,Div2,Cls2,Apiaceaeord,Apiaceae,,,Actinotus,a8350
majus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Ammi,a6927
graveolens,Div2,Cls2,Apiaceaeord,Apiaceae,,,Anethum,a5060
lucida,Div2,Cls2,Apiaceaeord,Apiaceae,,,Angelica,a6715
aromatica,Div2,Cls2,Apiaceaeord,Apiaceae,,,Anisotome,a824
procumbens,Div2,Cls2,Apiaceaeord,Apiaceae,,,Anisotome,a9252
vulgaris,Div2,Cls2,Apiaceaeord,Apiaceae,,,Anthriscus,a12540
graveolens,Div2,Cls2,Apiaceaeord,Apiaceae,,,Apium,a5061
nodiflorum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Apium,a7854
prostratum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Apium,a9319
selago,Div2,Cls2,Apiaceaeord,Apiaceae,,,Azorella,a10538
erecta,Div2,Cls2,Apiaceaeord,Apiaceae,,,Berula,a3891
testiculata,Div2,Cls2,Apiaceaeord,Apiaceae,,,Bifora,a11651
gibraltaricum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Bupleurum,a4701
montanum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Bupleurum,a7436
protractum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Bupleurum,a9322
rigidum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Bupleurum,a10004
semicompositum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Bupleurum,a10552
peregrinum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Capnophyllum,a8767
carvi,Div2,Cls2,Apiaceaeord,Apiaceae,,,Carum,a2137
leptophylla,Div2,Cls2,Apiaceaeord,Apiaceae,,,Caucalis,a6374
asiatica,Div2,Cls2,Apiaceaeord,Apiaceae,,,Centella,a880
argenteum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Chaerophyllum,a764
australianum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Chaerophyllum,a1070
brevipes,Div2,Cls2,Apiaceaeord,Apiaceae,,,Chaerophyllum,a1684
eriopodum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Chaerophyllum,a3965
pulvinificum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Chaerophyllum,a9459
leptophyllum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Ciclospermum,a6382
maculatum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Conium,a6881
sativum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Coriandrum,a10357
aureus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Daucus,a1004
carota,Div2,Cls2,Apiaceaeord,Apiaceae,,,Daucus,a2125
crinitus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Daucus,a2896
glochidiatus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Daucus,a4865
muricatus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Daucus,a7608
parviflorus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Daucus,a8566
setifolius,Div2,Cls2,Apiaceaeord,Apiaceae,,,Daucus,a10690
ranunculaceum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Dichosciadium,a9761
nivis,Div2,Cls2,Apiaceaeord,Apiaceae,,,Diplaspis,a7839
bulbosa,Div2,Cls2,Apiaceaeord,Apiaceae,,,Erigenia,a1761
brownii,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a1720
expansum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a4096
ovinum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a8315
paludosum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a8403
plantagineum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a8990
rosulatum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a10101
trullatum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a11987
vesiculosum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Eryngium,a12323
vulgare,Div2,Cls2,Apiaceaeord,Apiaceae,,,Foeniculum,a12524
algens,Div2,Cls2,Apiaceaeord,Apiaceae,,,Gingidia,a334
harveyana,Div2,Cls2,Apiaceaeord,Apiaceae,,,Gingidia,a5191
montana,Div2,Cls2,Apiaceaeord,Apiaceae,,,Gingidia,a7414
libanotis,Div2,Cls2,Apiaceaeord,Apiaceae,,,Hippomarathrum,a6439
pterochlaenum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Hippomarathrum,a9375
polyantha,Div2,Cls2,Apiaceaeord,Apiaceae,,,Lilaeopsis,a9079
macrosciada,Div2,Cls2,Apiaceaeord,Apiaceae,,,Mackinlaya,a6857
macrosciadea,Div2,Cls2,Apiaceaeord,Apiaceae,,,Mackinlaya,a6858
maritima,Div2,Cls2,Apiaceaeord,Apiaceae,,,Orlaya,a6985
platycarpa,Div2,Cls2,Apiaceaeord,Apiaceae,,,Orlaya,a8997
cuneifolia,Div2,Cls2,Apiaceaeord,Apiaceae,,,Oschatzia,a2964
sativa,Div2,Cls2,Apiaceaeord,Apiaceae,,,Pastinaca,a10349
crispum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Petroselinum,a2905
segetum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Ridolfia,a10531
europaea,Div2,Cls2,Apiaceaeord,Apiaceae,,,Sanicula,a4031
olusalrum,Div2,Cls2,Apiaceaeord,Apiaceae,,,Smyrnium,a8186
antheriscus,Div2,Cls2,Apiaceaeord,Apiaceae,,,Torilis,a622
nodosa,Div2,Cls2,Apiaceaeord,Apiaceae,,,Torilis,a7855
atkinsoniana,Div2,Cls2,Apiaceaeord,Apiaceae,,,Xanthosia,a936
diffusa,Div2,Cls2,Apiaceaeord,Apiaceae,,,Xanthosia,a3421
dissecta,Div2,Cls2,Apiaceaeord,Apiaceae,,,Xanthosia,a3519
huegelii,Div2,Cls2,Apiaceaeord,Apiaceae,,,Xanthosia,a5456
pilosa,Div2,Cls2,Apiaceaeord,Apiaceae,,,Xanthosia,a8910
tomentosa,Div2,Cls2,Apiaceaeord,Apiaceae,,,Xanthosia,a11770
tridentata,Div2,Cls2,Apiaceaeord,Apiaceae,,,Xanthosia,a11895
aptera,Div2,Cls2,Apiaceaeord,Apiaceae,,,Zizia,a672
aurea,Div2,Cls2,Apiaceaeord,Apiaceae,,,Zizia,a988
oblongifolia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Acokanthera,a7994
actinophylla,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alstonia,a80
constricta,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alstonia,a2675
muelleriana,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alstonia,a7540
scholaris,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alstonia,a10453
buxifolia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a1793
grandis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a5035
ilicifolia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a5562
oblongata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a7990
orophila,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a8270
ruscifolia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a10243
sinensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a10805
spicata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a10961
squamulosa,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Alyxia,a11055
tabernaemontana,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Amsonia,a11472
sericifera,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Araujia,a10612
amplexicaulis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Asclepias,a474
curassavica,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Asclepias,a3029
incarnata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Asclepias,a5619
syriaca,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Asclepias,a11465
tuberosa,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Asclepias,a12009
procera,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Calotropis,a9236
lanceolata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Carissa,a6082
ovata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Carissa,a8290
scabra,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Carissa,a10386
roseus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Catharanthus,a10076
manghas,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Cerbera,a6941
grandiflora,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Cryptostegia,a4992
bowmanii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Cynanchum,a1576
carnosum,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Cynanchum,a2115
elegans,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Cynanchum,a3779
floribundum,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Cynanchum,a4404
laeve,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Cynanchum,a6026
cancellatus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Gomphocarpus,a1984
fruticosus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Gomphocarpus,a4572
physocarpus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Gomphocarpus,a8880
oblonga,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Gymnanthera,a7982
australis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Hoya,a1096
pottsii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Hoya,a9179
frutescens,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Ichnocarpus,a4558
laxa,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Mandevilla,a6265
australis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a1097
flavescens,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a4342
fraseri,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a4528
glandulifera,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a4781
hemiptera,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a5244
liisae,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a6457
lloydii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a6588
longiloba,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a6661
micradenia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a7152
microlepis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a7200
pleiadenia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a9031
rara,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a9765
rostrata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a10091
suaveolens,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a11269
viridiflora,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdenia,a12451
micradenia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Marsdnia,a7153
australis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Melodinus,a1098
fusiformis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Melodinus,a4625
guineensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Motandra,a5105
indicum,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Nerium,a5669
oleander,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Nerium,a8154
elliptica,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Ochrosia,a3809
moorei,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Ochrosia,a7464
poweri,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Ochrosia,a9181
coeruleum,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Oxypetalum,a2492
brisbanensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a1704
brownii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a1721
densivestita,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a3290
diaphanophlebia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a3370
dorrigoensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a3620
eucalyptophylla,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a4015
fulva,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a4591
grayana,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a5069
heterophylla,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a5272
howeana,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a5441
induplicata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a5680
kroombitensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a5986
lanceolata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6083
langiana,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6126
larcomensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6167
largiflorens,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6169
latifolia,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6194
leichhardtii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6308
lenticellata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6330
lilacina,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6458
longipetiolata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a6673
paulforsteri,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a8656
plaesiophylla,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a8974
purpurascens,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a9527
rotata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a10102
sankowskyana,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a10331
straminea,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a11177
tenuis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a11588
velutina,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a12230
ventricosa,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a12254
wildensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Parsonsia,a12610
rubra,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Plumeria,a10157
chinense,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Pycnostelma,a2282
linearis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Rhyncharrhena,a6499
viminale,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Sarcostemma,a12368
elliptica,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Secamone,a3810
timoriensis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Secamone,a11743
gigantea,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Stapelia,a4705
divaricatus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Strophanthus,a3575
gracilis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Strophanthus,a4928
gratus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Strophanthus,a5059
hispidus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Strophanthus,a5397
intermedius,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Strophanthus,a5744
preussii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Strophanthus,a9227
sarmentosus,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Strophanthus,a10344
orientalis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tabernaemontana,a8245
pandacaqui,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tabernaemontana,a8432
pandacqui,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tabernaemontana,a8433
peruviana,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Thevetia,a8806
fragrans,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Trachelospermum,a4512
jasminoides,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Trachelospermum,a5854
barbata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tylophora,a1277
benthamii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tylophora,a1371
crebriflora,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tylophora,a2868
grandiflora,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tylophora,a4993
linearis,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tylophora,a6500
paniculata,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tylophora,a8443
woollsii,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Tylophora,a12647
major,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Vinca,a6920
pubescens,Div2,Cls3,Apocynaceaeord,Apocynaceae,,,Wrightia,a9394
elongatus,Div2,Cls3,Aponogetonaceaeord,Aponogetonaceae,,,Aponogeton,a3841
aquifolium,Div2,Cls3,Aquifoliaceaeord,Aquifoliaceae,,,Ilex,a682
arnhemensis,Div2,Cls3,Aquifoliaceaeord,Aquifoliaceae,,,Ilex,a814
cassine,Div2,Cls3,Aquifoliaceaeord,Aquifoliaceae,,,Ilex,a2145
